id,nom_estab,codigo_act,nombre_act,cod_postal,cve_mun,alcaldia,latitud,longitud
10731988,CLINICA DENTAL DENTOLOGY DENTAL BOUTIQUE,621211,Consultorios dentales del sector privado,11580,16,Miguel Hidalgo,19.42995472,-99.18200365
8139531,CLINICA DENTAL DENTS,621211,Consultorios dentales del sector privado,9570,7,Iztapalapa,19.34952411,-99.03348244
8488604,CLINICA DENTAL DENTYC S,621211,Consultorios dentales del sector privado,3200,14,Benito Juárez,19.37560929,-99.17778836
8848516,CLINICA DENTAL DESIGN DENTAIRE,621211,Consultorios dentales del sector privado,12100,9,Milpa Alta,19.21503944,-98.99308695
861677,CLINICA DENTAL DIAMANDENT,621211,Consultorios dentales del sector privado,3400,12,Tlalpan,19.30455493,-99.12644885
11212821,CLINICA DENTAL DIGITAL,621211,Consultorios dentales del sector privado,6600,15,Cuauhtémoc,19.42761076,-99.15950924
10694331,CLINICA DENTAL DISEÑANDO SONRISAS,621211,Consultorios dentales del sector privado,13400,11,Tláhuac,19.2887027,-99.02696184
1012536,CLINICA DENTAL DR ALFONSO HACES CASO,621211,Consultorios dentales del sector privado,6470,15,Cuauhtémoc,19.43638267,-99.16301701
11253926,CLINICA DENTAL DR ELY MEZA,621211,Consultorios dentales del sector privado,12200,9,Milpa Alta,19.20257814,-99.04943786
11119771,CLINICA DENTAL DS,621211,Consultorios dentales del sector privado,11470,16,Miguel Hidalgo,19.44792115,-99.20112667
9132274,CLINICA DENTAL DUORAL,621211,Consultorios dentales del sector privado,7420,5,Gustavo A. Madero,19.4857239,-99.09459524
6201847,CLINICA DENTAL ECODENT,621211,Consultorios dentales del sector privado,3400,14,Benito Juárez,19.39484672,-99.13812281
832046,CLINICA DENTAL EL ARTE DE UNA SONRISA,621211,Consultorios dentales del sector privado,9770,7,Iztapalapa,19.32747816,-99.06832486
11298492,CLINICA DENTAL ERIKA ACOSTA,621211,Consultorios dentales del sector privado,5219,4,Cuajimalpa de Morelos,19.37332339,-99.2847157
10462145,CLINICA DENTAL ESCAJIM,621211,Consultorios dentales del sector privado,2400,2,Azcapotzalco,19.49652647,-99.20002217
1007655,CLINICA DENTAL ESPECIALIDADES,621211,Consultorios dentales del sector privado,1000,10,Álvaro Obregón,19.3391347,-99.19208622
11292660,CLINICA DENTAL ESPECIALIZADA,621211,Consultorios dentales del sector privado,1020,10,Álvaro Obregón,19.35185512,-99.18619883
804104,CLINICA DENTAL ESPINOZA,621211,Consultorios dentales del sector privado,8500,6,Iztacalco,19.39693671,-99.07554118
8631680,CLINICA DENTAL ESTETICDENT,621211,Consultorios dentales del sector privado,13210,11,Tláhuac,19.30493278,-99.06176715
9213417,CLINICA DENTAL EXCELLENCE,621211,Consultorios dentales del sector privado,2100,2,Azcapotzalco,19.50959008,-99.20542019
809923,CLINICA DENTAL EXCELSIOR,621211,Consultorios dentales del sector privado,7510,5,Gustavo A. Madero,19.49302569,-99.07698927
11825825,CLINICA DENTAL FACIAL DISACT,621211,Consultorios dentales del sector privado,,11,Tláhuac,19.25280108,-99.00648192
980762,CLINICA DENTAL FAJARDO,621211,Consultorios dentales del sector privado,4460,3,Coyoacán,19.33083644,-99.13826379
7717863,CLINICA DENTAL FAJARDO,621211,Consultorios dentales del sector privado,4460,3,Coyoacán,19.33083644,-99.13826379
903947,CLINICA DENTAL FAMILIAR,621211,Consultorios dentales del sector privado,3104,14,Benito Juárez,19.37033825,-99.1681093
648870,CLINICA DENTAL FAMILIAR DENTAL MEXICO,621211,Consultorios dentales del sector privado,2000,2,Azcapotzalco,19.48228662,-99.18513036
11567816,CLINICA DENTAL FROG,621211,Consultorios dentales del sector privado,15670,17,Venustiano Carranza,19.42353686,-99.07055003
927884,CLINICA DENTAL FRONTERA,621211,Consultorios dentales del sector privado,1090,10,Álvaro Obregón,19.34179302,-99.1960265
10831332,CLINICA DENTAL FUNDACION MIL SONRISAS,621211,Consultorios dentales del sector privado,16050,13,Xochimilco,19.26448733,-99.11770911
10815125,CLINICA DENTAL GAMER MUELITAS,621211,Consultorios dentales del sector privado,11800,16,Miguel Hidalgo,19.4037276,-99.17239079
11796513,CLINICA DENTAL GANTE,621211,Consultorios dentales del sector privado,6000,15,Cuauhtémoc,19.43333075,-99.13952447
8646278,CLINICA DENTAL GARCIA BARRERA,621211,Consultorios dentales del sector privado,2000,2,Azcapotzalco,19.47895955,-99.18484623
11074565,CLINICA DENTAL GIS,621211,Consultorios dentales del sector privado,15530,17,Venustiano Carranza,19.43172495,-99.09570028
908465,CLINICA DENTAL GLAF,621211,Consultorios dentales del sector privado,4200,3,Coyoacán,19.34397927,-99.1354662
11637865,CLINICA DENTAL GLOW SMILE,621211,Consultorios dentales del sector privado,3100,14,Benito Juárez,19.37144612,-99.16486795
10493563,CLINICA DENTAL HAPPY TEETH,621211,Consultorios dentales del sector privado,15850,17,Venustiano Carranza,19.40818407,-99.10742548
9821936,CLINICA DENTAL HAPPY TEETH,621211,Consultorios dentales del sector privado,8840,6,Iztacalco,19.37844956,-99.12972773
773714,CLINICA DENTAL HEALTH,621211,Consultorios dentales del sector privado,9510,7,Iztapalapa,19.36556723,-99.00547313
8603764,CLINICA DENTAL HEALTY MOUTH,621211,Consultorios dentales del sector privado,14740,12,Tlalpan,19.27268531,-99.22642044
934846,CLINICA DENTAL HEINLYM,621211,Consultorios dentales del sector privado,14357,12,Tlalpan,19.29948675,-99.13133704
648720,CLINICA DENTAL HERNANDEZ,621211,Consultorios dentales del sector privado,15400,17,Venustiano Carranza,19.4455092,-99.09818087
10900517,CLINICA DENTAL HIREH,621211,Consultorios dentales del sector privado,12100,9,Milpa Alta,19.21474202,-98.99416764
908060,CLINICA DENTAL HK,621211,Consultorios dentales del sector privado,4260,3,Coyoacán,19.33316428,-99.1165312
10387390,CLINICA DENTAL HORUS,621211,Consultorios dentales del sector privado,13219,11,Tláhuac,19.30661547,-99.05074982
9153885,CLINICA DENTAL HUMANO,621211,Consultorios dentales del sector privado,3500,14,Benito Juárez,19.37997781,-99.13985354
876761,CLINICA DENTAL INODA,621211,Consultorios dentales del sector privado,12900,9,Milpa Alta,19.17903447,-99.00206112
1054349,CLINICA DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,13420,11,Tláhuac,19.28617682,-99.0081753
10745381,CLINICA DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,4100,3,Coyoacán,19.35820348,-99.16750571
812104,CLINICA DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,8500,6,Iztacalco,19.39872803,-99.06978241
11112576,CLINICA DENTAL INTEGRAL CIMA,621211,Consultorios dentales del sector privado,7839,5,Gustavo A. Madero,19.46104915,-99.10414186
11505992,CLINICA DENTAL INTEGRAL NOCHEBUENA,621211,Consultorios dentales del sector privado,9630,7,Iztapalapa,19.35183662,-98.99098596
11527968,CLINICA DENTAL INTEGRALSAN,621211,Consultorios dentales del sector privado,10640,8,La Magdalena Contreras,19.30410652,-99.24555312
10455611,CLINICA DENTAL INVISALING,621211,Consultorios dentales del sector privado,3104,14,Benito Juárez,19.37649344,-99.17112412
11579035,CLINICA DENTAL JH CLINIC DENTAL,621211,Consultorios dentales del sector privado,1830,10,Álvaro Obregón,19.32748648,-99.29091464
773935,CLINICA DENTAL JUANACATLAN,621211,Consultorios dentales del sector privado,11850,16,Miguel Hidalgo,19.41314041,-99.18142377
917131,CLINICA DENTAL KAISEN,621211,Consultorios dentales del sector privado,14400,12,Tlalpan,19.25332203,-99.17559925
10951783,CLINICA DENTAL KIDS,621211,Consultorios dentales del sector privado,7930,5,Gustavo A. Madero,19.47212974,-99.09089609
11799531,CLINICA DENTAL KOKOA,621211,Consultorios dentales del sector privado,,14,Benito Juárez,19.37323132,-99.1408233
9947528,CLINICA DENTAL KONDERA,621211,Consultorios dentales del sector privado,10400,8,La Magdalena Contreras,19.32141458,-99.22203437
738261,CLINICA DENTAL LASER,621211,Consultorios dentales del sector privado,7369,5,Gustavo A. Madero,19.50744044,-99.14423105
958550,CLINICA DENTAL LASER DENTAL,621211,Consultorios dentales del sector privado,3100,14,Benito Juárez,19.3930555,-99.16571699
10183109,CLINICA DENTAL LIDIA,621211,Consultorios dentales del sector privado,9780,7,Iztapalapa,19.31867442,-99.06020838
985532,CLINICA DENTAL LINDORO,621211,Consultorios dentales del sector privado,16090,13,Xochimilco,19.25821445,-99.10227991
849352,CLINICA DENTAL LOA,621211,Consultorios dentales del sector privado,14100,12,Tlalpan,19.28969046,-99.23912569
9613421,CLINICA DENTAL LUMUS,621211,Consultorios dentales del sector privado,11400,16,Miguel Hidalgo,19.45802225,-99.17908564
8276659,CLINICA DENTAL M DENTAL,621211,Consultorios dentales del sector privado,,5,Gustavo A. Madero,19.46807343,-99.09730227
7630956,CLINICA DENTAL MAG DENTAL KIDS,621211,Consultorios dentales del sector privado,13000,11,Tláhuac,19.27059422,-99.00584716
859605,CLINICA DENTAL MAR,621211,Consultorios dentales del sector privado,14370,12,Tlalpan,19.29528336,-99.14705785
1006973,CLINICA DENTAL MARTINEZ PALMA,621211,Consultorios dentales del sector privado,4600,3,Coyoacán,19.31479742,-99.14523457
798231,CLINICA DENTAL MARVENT,621211,Consultorios dentales del sector privado,9200,7,Iztapalapa,19.35079946,-99.04944738
765504,CLINICA DENTAL MEDENT,621211,Consultorios dentales del sector privado,11560,16,Miguel Hidalgo,19.43460693,-99.18478133
9794975,CLINICA DENTAL MEDIC AND DENTAL,621211,Consultorios dentales del sector privado,7918,5,Gustavo A. Madero,19.46794674,-99.06725621
8508130,CLINICA DENTAL MEDIDENT,621211,Consultorios dentales del sector privado,10020,8,La Magdalena Contreras,19.32025024,-99.24550513
8385777,CLINICA DENTAL MENDIOLA,621211,Consultorios dentales del sector privado,6700,15,Cuauhtémoc,19.41898042,-99.15504694
10808558,CLINICA DENTAL MERAKI,621211,Consultorios dentales del sector privado,9620,7,Iztapalapa,19.35742295,-98.99483651
755140,CLINICA DENTAL MEXICANA,621211,Consultorios dentales del sector privado,11400,16,Miguel Hidalgo,19.45798519,-99.18236256
659760,CLINICA DENTAL MI ANGEL,621211,Consultorios dentales del sector privado,15530,17,Venustiano Carranza,19.43269623,-99.09636301
838543,CLINICA DENTAL MICHOACANA IMESAP,621211,Consultorios dentales del sector privado,9790,7,Iztapalapa,19.3106342,-99.06964873
8435872,CLINICA DENTAL MILENIUM,621211,Consultorios dentales del sector privado,9790,7,Iztapalapa,19.31063669,-99.06844285
8584444,CLINICA DENTAL MIRAMONTES,621211,Consultorios dentales del sector privado,4400,3,Coyoacán,19.33715548,-99.13715999
7837593,CLINICA DENTAL MIRANDA,621211,Consultorios dentales del sector privado,15960,17,Venustiano Carranza,19.41879163,-99.11742928
10170449,CLINICA DENTAL MISS BRACKETS,621211,Consultorios dentales del sector privado,6700,15,Cuauhtémoc,19.41836247,-99.16314959
7262156,CLINICA DENTAL MOLARIS,621211,Consultorios dentales del sector privado,1220,10,Álvaro Obregón,19.38808581,-99.21459109
1026774,CLINICA DENTAL MOLINA,621211,Consultorios dentales del sector privado,12400,9,Milpa Alta,19.18598567,-99.07253083
9007231,CLINICA DENTAL MUELITAS,621211,Consultorios dentales del sector privado,,12,Tlalpan,19.27032392,-99.23938102
9727029,CLINICA DENTAL MUELITAS,621211,Consultorios dentales del sector privado,9260,7,Iztapalapa,19.34769168,-99.06709761
960661,CLINICA DENTAL MUTISONRISAS CLINICA DENTAL ESPECIALIZADA,621211,Consultorios dentales del sector privado,3100,14,Benito Juárez,19.3864007,-99.16291763
8612523,CLINICA DENTAL MX SONRISAS,621211,Consultorios dentales del sector privado,9260,7,Iztapalapa,19.34744482,-99.0665401
11039266,CLINICA DENTAL MYD,621211,Consultorios dentales del sector privado,16070,13,Xochimilco,19.26032523,-99.10279318
11071771,CLINICA DENTAL ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,3820,14,Benito Juárez,19.39490395,-99.1855773
833798,CLINICA DENTAL ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,9780,7,Iztapalapa,19.31824167,-99.06916298
801186,CLINICA DENTAL ODONTOLOGIA MAXIMA,621211,Consultorios dentales del sector privado,7950,5,Gustavo A. Madero,19.46808283,-99.08385007
9884987,CLINICA DENTAL ODONTOLOGIA RESTAURADORA AVANZADA,621211,Consultorios dentales del sector privado,6860,15,Cuauhtémoc,19.40866186,-99.13194109
787463,CLINICA DENTAL ODONTOLOGIA UNTEGRAL,621211,Consultorios dentales del sector privado,8730,6,Iztacalco,19.3950148,-99.10419054
8582915,CLINICA DENTAL ODONTOPEDIATRIA,621211,Consultorios dentales del sector privado,4970,3,Coyoacán,19.30184852,-99.11315461
955132,CLINICA DENTAL OJEDA Y TORRES,621211,Consultorios dentales del sector privado,3023,14,Benito Juárez,19.4006759,-99.14976654
8488516,CLINICA DENTAL OLILAR,621211,Consultorios dentales del sector privado,3530,14,Benito Juárez,19.38711101,-99.13876821
783811,CLINICA DENTAL OPM,621211,Consultorios dentales del sector privado,7800,5,Gustavo A. Madero,19.47582707,-99.1234595
9505797,CLINICA DENTAL ORAL FACE,621211,Consultorios dentales del sector privado,7300,5,Gustavo A. Madero,19.49017053,-99.1316047
8583172,CLINICA DENTAL ORIS,621211,Consultorios dentales del sector privado,4470,3,Coyoacán,19.32275689,-99.12481876
11248194,CLINICA DENTAL ORTHO AESTHETIC,621211,Consultorios dentales del sector privado,4470,3,Coyoacán,19.32842892,-99.12431501
824032,CLINICA DENTAL ORTHODENTIC MEDIC,621211,Consultorios dentales del sector privado,9890,7,Iztapalapa,19.3098418,-99.09159172
11473889,CLINICA DENTAL ORTO CARE,621211,Consultorios dentales del sector privado,3100,14,Benito Juárez,19.37987507,-99.15957637
8322263,CLINICA DENTAL ORTODENT ALFA Y OMEGA,621211,Consultorios dentales del sector privado,9410,7,Iztapalapa,19.38135233,-99.07976087
10801705,CLINICA DENTAL ORTODONCIA,621211,Consultorios dentales del sector privado,9410,7,Iztapalapa,19.3767734,-99.10127303
10609736,CLINICA DENTAL ORTODONCIA,621211,Consultorios dentales del sector privado,12100,9,Milpa Alta,19.21754832,-98.99404691
11600576,CLINICA DENTAL PALACE,621211,Consultorios dentales del sector privado,7810,5,Gustavo A. Madero,19.47510588,-99.12079409
9363728,CLINICA DENTAL PALACE,621211,Consultorios dentales del sector privado,6800,15,Cuauhtémoc,19.42133616,-99.14230365
640043,CLINICA DENTAL PARQUE VIA,621211,Consultorios dentales del sector privado,2130,2,Azcapotzalco,19.49829954,-99.20093802
804247,CLINICA DENTAL PAZ,621211,Consultorios dentales del sector privado,9360,7,Iztapalapa,19.35147254,-99.07534051
864120,CLINICA DENTAL PERFECT,621211,Consultorios dentales del sector privado,6760,15,Cuauhtémoc,19.41082634,-99.16678689
7216098,CLINICA DENTAL PERFECT SMILE,621211,Consultorios dentales del sector privado,15970,17,Venustiano Carranza,19.41686075,-99.11656274
796336,CLINICA DENTAL PERFECT SMILE,621211,Consultorios dentales del sector privado,7838,5,Gustavo A. Madero,19.46096705,-99.10222316
674849,CLINICA DENTAL PINTANDO SONRISAS,621211,Consultorios dentales del sector privado,7090,5,Gustavo A. Madero,19.50895568,-99.10018311
10691346,CLINICA DENTAL PLAZA,621211,Consultorios dentales del sector privado,9520,7,Iztapalapa,19.35931072,-99.02078126
848973,CLINICA DENTAL PRIMA DIGESTIO IN ORE,621211,Consultorios dentales del sector privado,14240,12,Tlalpan,19.29843715,-99.22743931
9562825,CLINICA DENTAL PRO,621211,Consultorios dentales del sector privado,5000,4,Cuajimalpa de Morelos,19.3567079,-99.29908931
697577,CLINICA DENTAL PRO BOCA,621211,Consultorios dentales del sector privado,15900,17,Venustiano Carranza,19.42649419,-99.11070017
8182852,CLINICA DENTAL PRO HOGAR,621211,Consultorios dentales del sector privado,2600,2,Azcapotzalco,19.47395814,-99.15470836
990172,CLINICA DENTAL PRODENT,621211,Consultorios dentales del sector privado,4940,3,Coyoacán,19.3017916,-99.11775582
852937,CLINICA DENTAL QUALI DENT,621211,Consultorios dentales del sector privado,14200,12,Tlalpan,19.28761704,-99.2180893
979555,CLINICA DENTAL QUIRO DENTAL,621211,Consultorios dentales del sector privado,4420,3,Coyoacán,19.32948697,-99.12446445
780491,CLINICA DENTAL RADIOLOGIA ORTODONTICA,621211,Consultorios dentales del sector privado,7300,5,Gustavo A. Madero,19.48447175,-99.12735533
1009747,CLINICA DENTAL REHABILIT ARTE,621211,Consultorios dentales del sector privado,14000,12,Tlalpan,19.28025749,-99.16629181
996643,CLINICA DENTAL REYES,621211,Consultorios dentales del sector privado,6000,15,Cuauhtémoc,19.43555859,-99.13753375
971468,CLINICA DENTAL RIE,621211,Consultorios dentales del sector privado,4200,3,Coyoacán,19.34130049,-99.13961176
1051829,CLINICA DENTAL RIOS,621211,Consultorios dentales del sector privado,13300,11,Tláhuac,19.30146664,-99.05162915
8725145,CLINICA DENTAL RIZO,621211,Consultorios dentales del sector privado,8200,6,Iztacalco,19.39910195,-99.133947
10947832,CLINICA DENTAL RIZO,621211,Consultorios dentales del sector privado,11800,16,Miguel Hidalgo,19.40296674,-99.17388424
954667,CLINICA DENTAL RIZO,621211,Consultorios dentales del sector privado,3400,14,Benito Juárez,19.40140533,-99.14045234
11321256,CLINICA DENTAL ROADENT,621211,Consultorios dentales del sector privado,2130,2,Azcapotzalco,19.4997199,-99.20242194
949182,CLINICA DENTAL ROMA,621211,Consultorios dentales del sector privado,12100,9,Milpa Alta,19.21600131,-98.99274149
817707,CLINICA DENTAL ROSALES,621211,Consultorios dentales del sector privado,9698,7,Iztapalapa,19.34309847,-99.00586013
751038,CLINICA DENTAL SACED,621211,Consultorios dentales del sector privado,9000,7,Iztapalapa,19.36224574,-99.09725956
11439227,CLINICA DENTAL SADINT,621211,Consultorios dentales del sector privado,15400,17,Venustiano Carranza,19.44307764,-99.09724725
916044,CLINICA DENTAL SALGADO,621211,Consultorios dentales del sector privado,14410,12,Tlalpan,19.28042905,-99.18415977
7613076,CLINICA DENTAL SALUD TOTAL,621211,Consultorios dentales del sector privado,13300,11,Tláhuac,19.29691948,-99.04102643
7232798,CLINICA DENTAL SAMANO,621211,Consultorios dentales del sector privado,3310,14,Benito Juárez,19.368933,-99.16177209
11590144,CLINICA DENTAL SAMORA,621211,Consultorios dentales del sector privado,2100,2,Azcapotzalco,19.50435073,-99.20272709
838673,CLINICA DENTAL SAN FRANCISCO,621211,Consultorios dentales del sector privado,9790,7,Iztapalapa,19.31165877,-99.06968346
766753,CLINICA DENTAL SAN JUDAS TADEO,621211,Consultorios dentales del sector privado,9100,7,Iztapalapa,19.3866686,-99.03260018
1039049,CLINICA DENTAL SAN JUDAS TADEO,621211,Consultorios dentales del sector privado,1840,10,Álvaro Obregón,19.32857942,-99.25563763
9107159,CLINICA DENTAL SAN RAFAEL,621211,Consultorios dentales del sector privado,2000,2,Azcapotzalco,19.47800916,-99.18589814
10058826,CLINICA DENTAL SAN RAFAEL,621211,Consultorios dentales del sector privado,6470,15,Cuauhtémoc,19.44015287,-99.15711199
10996253,CLINICA DENTAL SANTA FE,621211,Consultorios dentales del sector privado,8500,6,Iztacalco,19.38857289,-99.07411039
921080,CLINICA DENTAL SANTA FE DENTAL EXPERTS,621211,Consultorios dentales del sector privado,1219,10,Álvaro Obregón,19.36537909,-99.26396241
10081214,CLINICA DENTAL SANTA MARIA,621211,Consultorios dentales del sector privado,16020,13,Xochimilco,19.27289986,-99.13803242
10323697,CLINICA DENTAL SANTO DIENTE,621211,Consultorios dentales del sector privado,9850,7,Iztapalapa,19.33473651,-99.08094734
7793298,CLINICA DENTAL SENSADENT,621211,Consultorios dentales del sector privado,9099,7,Iztapalapa,19.3571895,-99.11630719
726223,CLINICA DENTAL SIGLO XX1,621211,Consultorios dentales del sector privado,9760,7,Iztapalapa,19.32726085,-99.05284884
10219828,CLINICA DENTAL SIMAR DENTAL,621211,Consultorios dentales del sector privado,9800,7,Iztapalapa,19.33806459,-99.09802084
842016,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,9700,7,Iztapalapa,19.33640788,-99.03927683
10365194,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,9730,7,Iztapalapa,19.33851776,-99.03166314
11794142,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,1790,10,Álvaro Obregón,19.34656604,-99.20237602
879180,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,12100,9,Milpa Alta,19.21697813,-98.9944175
794053,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,9260,7,Iztapalapa,19.34997589,-99.05892232
806138,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,7969,5,Gustavo A. Madero,19.4537323,-99.08346932
639764,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,2420,2,Azcapotzalco,19.49638817,-99.21251721
10097835,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,4330,3,Coyoacán,19.33778129,-99.15058417
11584845,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,7510,5,Gustavo A. Madero,19.4911001,-99.07256045
10216193,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,7650,5,Gustavo A. Madero,19.51747791,-99.16262309
10205387,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,5220,4,Cuajimalpa de Morelos,19.37037987,-99.29059168
978239,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,4489,3,Coyoacán,19.32398686,-99.10874993
7627087,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,16030,13,Xochimilco,19.27128097,-99.12081863
956641,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,3020,14,Benito Juárez,19.40119012,-99.15926684
10870222,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,3020,14,Benito Juárez,19.39857566,-99.15421583
10100252,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,3020,14,Benito Juárez,19.39830455,-99.1542374
8617038,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,3400,14,Benito Juárez,19.39799308,-99.14555074
10561628,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,3100,14,Benito Juárez,19.37144612,-99.16486795
10555383,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,3100,14,Benito Juárez,19.37144612,-99.16486795
933475,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,3200,14,Benito Juárez,19.37438236,-99.17598103
7733759,CLINICA DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,6100,15,Cuauhtémoc,19.40657377,-99.16985175
10496714,CLINICA DENTAL SIUL,621211,Consultorios dentales del sector privado,7820,5,Gustavo A. Madero,19.47301156,-99.10945594
9507641,CLINICA DENTAL SMILE,621211,Consultorios dentales del sector privado,13508,11,Tláhuac,19.24261546,-98.99893715
760635,CLINICA DENTAL SMILE,621211,Consultorios dentales del sector privado,11500,16,Miguel Hidalgo,19.43863709,-99.21152055
9671764,CLINICA DENTAL SMILE DENT,621211,Consultorios dentales del sector privado,3500,14,Benito Juárez,19.38213283,-99.13953406
10707609,CLINICA DENTAL SMILE DENTIS,621211,Consultorios dentales del sector privado,1740,10,Álvaro Obregón,19.34904883,-99.2263959
802700,CLINICA DENTAL SOE,621211,Consultorios dentales del sector privado,8500,6,Iztacalco,19.39090482,-99.0805366
672828,CLINICA DENTAL SONRIDET,621211,Consultorios dentales del sector privado,7369,5,Gustavo A. Madero,19.50744044,-99.14423105
8257786,CLINICA DENTAL SONRIE,621211,Consultorios dentales del sector privado,9740,7,Iztapalapa,19.33011748,-99.05823538
9965765,CLINICA DENTAL SONRIENDO,621211,Consultorios dentales del sector privado,2080,2,Azcapotzalco,19.46399507,-99.18335198
772441,CLINICA DENTAL SONRIKIDS,621211,Consultorios dentales del sector privado,11820,16,Miguel Hidalgo,19.40315763,-99.20157886
677889,CLINICA DENTAL SONRISA DE ANGEL,621211,Consultorios dentales del sector privado,7839,5,Gustavo A. Madero,19.46310591,-99.09966346
11735018,CLINICA DENTAL SONRISALUD,621211,Consultorios dentales del sector privado,,10,Álvaro Obregón,19.38309062,-99.23602523
10381515,CLINICA DENTAL SORPREDENTE,621211,Consultorios dentales del sector privado,3303,14,Benito Juárez,19.37026517,-99.14974251
8583785,CLINICA DENTAL SR DIENTE,621211,Consultorios dentales del sector privado,4380,3,Coyoacán,19.32957568,-99.15424285
726882,CLINICA DENTAL SUKH,621211,Consultorios dentales del sector privado,9900,7,Iztapalapa,19.31137339,-99.06991917
926375,CLINICA DENTAL TEETH AND TOOTH,621211,Consultorios dentales del sector privado,1020,10,Álvaro Obregón,19.3616484,-99.18306457
971791,CLINICA DENTAL TEPEPAN,621211,Consultorios dentales del sector privado,16020,13,Xochimilco,19.2703203,-99.13708129
10050239,CLINICA DENTAL TERADENT,621211,Consultorios dentales del sector privado,7100,5,Gustavo A. Madero,19.5590716,-99.13413038
8706530,CLINICA DENTAL TETELCO,621211,Consultorios dentales del sector privado,13700,9,Milpa Alta,19.21491,-98.97709602
11047891,CLINICA DENTAL THE NEW SMILE,621211,Consultorios dentales del sector privado,8200,6,Iztacalco,19.40283724,-99.13276736
10803230,CLINICA DENTAL TUS BRACKETS.COM,621211,Consultorios dentales del sector privado,5000,4,Cuajimalpa de Morelos,19.36236122,-99.28769562
989978,CLINICA DENTAL VALDERRAMA,621211,Consultorios dentales del sector privado,4800,3,Coyoacán,19.31148181,-99.11289513
8842593,CLINICA DENTAL VALLADARES,621211,Consultorios dentales del sector privado,14500,12,Tlalpan,19.19271656,-99.14517165
1012956,CLINICA DENTAL VAZQUEZ Y PEREZ,621211,Consultorios dentales del sector privado,10640,8,La Magdalena Contreras,19.30566636,-99.25017055
10109697,CLINICA DENTAL VELEZ,621211,Consultorios dentales del sector privado,6760,15,Cuauhtémoc,19.40759641,-99.16686072
7904943,CLINICA DENTAL VICENTE GUERRERO,621211,Consultorios dentales del sector privado,9200,7,Iztapalapa,19.35482379,-99.05572647
11270452,CLINICA DENTAL VIONET,621211,Consultorios dentales del sector privado,4970,3,Coyoacán,19.30184852,-99.11315461
10095002,CLINICA DENTAL VMH,621211,Consultorios dentales del sector privado,6800,15,Cuauhtémoc,19.41595647,-99.13970305
912736,CLINICA DENTAL VNK,621211,Consultorios dentales del sector privado,14060,12,Tlalpan,19.29514146,-99.17650907
10453127,CLINICA DENTAL WABE,621211,Consultorios dentales del sector privado,6100,15,Cuauhtémoc,19.4057678,-99.17532117
8508222,CLINICA DENTAL XN,621211,Consultorios dentales del sector privado,10400,8,La Magdalena Contreras,19.32129528,-99.2228669
963427,CLINICA DENTAL XOLA,621211,Consultorios dentales del sector privado,6820,14,Benito Juárez,19.3946764,-99.14394162
955605,CLINICA DENTAL Y DE ORTODONCIA,621211,Consultorios dentales del sector privado,13040,11,Tláhuac,19.27155584,-99.00318256
945575,CLINICA DENTAL Y ESTETICA BUCAL,621211,Consultorios dentales del sector privado,13200,11,Tláhuac,19.28544964,-99.04095868
8616847,CLINICA DENTAL ZACATECAS,621211,Consultorios dentales del sector privado,6700,15,Cuauhtémoc,19.41639696,-99.15625746
10676103,CLINICA DENTAL ZAURCE,621211,Consultorios dentales del sector privado,15020,17,Venustiano Carranza,19.40952946,-99.08484422
711250,CLINICA DENTAL ZAURCE,621211,Consultorios dentales del sector privado,8100,6,Iztacalco,19.41043444,-99.06541221
877060,CLINICA DENTALBOCA SANA,621211,Consultorios dentales del sector privado,6400,15,Cuauhtémoc,19.44673226,-99.15672155
